valuedatetime,Month,Year,datavalue,dataqualitycode,variable,units,sitecode,sitename
10/24/2012 13:57,,,0.064,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/26/2012 16:10,,,0.069,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/4/2012 9:59,,,0.087,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/4/2012 10:00,,,0.123,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/4/2012 10:01,,,0.087,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/19/2013 14:45,,,0.101,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/9/2013 9:00,,,0.035,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/9/2013 9:01,,,0.045,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/9/2013 9:02,,,0.041,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/10/2013 11:15,,,0.009,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/10/2013 11:16,,,0.014,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/10/2013 11:17,,,0.012,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/8/2013 10:10,,,0.246,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/14/2013 16:47,,,0.117,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/10/2013 12:01,,,0.193,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/10/2013 12:02,,,0.187,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/10/2013 12:03,,,0.188,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/23/2014 13:36,,,0.014,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/3/2014 11:55,,,0.079,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/7/2014 14:54,,,0.029,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/7/2014 14:55,,,0.013,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/7/2014 14:56,,,0.017,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/20/2014 16:50,,,0.029,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/25/2014 8:41,,,0.007,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/20/2014 17:40,,,0.013,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/13/2014 11:37,,,0.1,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/13/2014 11:39,,,0.091,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/1/2014 14:28,,,0.125,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/27/2015 14:22,,,0.06,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/27/2015 14:23,,,0.068,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/27/2015 14:24,,,0.065,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/13/2015 16:20,,,0.055,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/8/2015 11:45,,,0.067,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/7/2015 10:52,,,0.016,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/7/2015 10:53,,,0.01,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/7/2015 10:54,,,0.025,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/3/2015 10:03,,,0.012,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/3/2015 10:04,,,0.013,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/3/2015 10:05,,,0.012,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/1/2015 9:40,,,0.022,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/15/2015 9:22,,,0.037,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/17/2015 9:30,,,0.083,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/1/2015 10:13,,,0.104,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/1/2015 10:14,,,0.103,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/1/2015 10:15,,,0.106,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
3/30/2016 11:02,,,0.067,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
3/30/2016 11:03,,,0.069,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
3/30/2016 11:04,,,0.067,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/12/2016 11:17,,,0.066,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/9/2016 9:08,,,0.058,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/9/2016 9:09,,,0.066,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/9/2016 9:10,,,0.06,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/22/2016 9:32,,,0.119,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/8/2016 11:17,,,0.007,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/8/2016 11:18,,,0.007,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/8/2016 11:19,,,0.009,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/6/2016 11:15,,,0.016,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/4/2016 10:03,,,0.025,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/1/2016 8:55,,,0.099,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/6/2016 10:10,,,0.202,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/6/2016 10:11,,,0.205,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/6/2016 10:12,,,0.21,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/17/2017 11:50,4,2017,0.00901,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/18/2017 13:05,5,2017,0.088,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/12/2017 10:05,6,2017,0.06977,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/11/2017 9:50,7,2017,0.02273,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/8/2017 8:54,8,2017,0.10024,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/11/2017 11:15,9,2017,0.15564,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/23/2017 10:23,10,2017,0.14506,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/8/2017 9:47,11,2017,0.11119,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/8/2017 9:48,11,2017,0.10697,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/8/2017 9:49,11,2017,0.11049,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/7/2017 8:25,12,2017,0.24536,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/7/2017 8:26,12,2017,0.24806,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/7/2017 8:27,12,2017,0.31647,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/10/2018 14:50,4,2018,0.02,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/10/2018 14:50,4,2018,0.018,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/10/2018 14:51,4,2018,0.02,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/10/2018 14:52,4,2018,0.027,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/10/2018 14:52,4,2018,0.03,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/21/2018 12:52,5,2018,0.061,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/21/2018 12:52,5,2018,0.06,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/19/2018 12:50,6,2018,0.01,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/19/2018 12:50,6,2018,0.013,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/9/2018 15:51,7,2018,0.019,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/9/2018 15:51,7,2018,0.02,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/14/2018 10:44,8,2018,0.085,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/14/2018 10:44,8,2018,0.09,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/14/2018 10:45,8,2018,0.09,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/14/2018 10:45,8,2018,0.086,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/14/2018 10:46,8,2018,0.086,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/14/2018 10:46,8,2018,0.09,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/25/2018 8:26,9,2018,0.17755,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/25/2018 8:26,9,2018,0.18,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/15/2018 13:18,10,2018,0.05729,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/15/2018 13:18,10,2018,0.06,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/15/2018 13:19,10,2018,0.05548,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/15/2018 13:19,10,2018,0.06,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/15/2018 13:20,10,2018,0.05845,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/15/2018 13:20,10,2018,0.06,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/12/2018 10:35,11,2018,0.08914,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/12/2018 10:35,11,2018,0.09,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/3/2018 15:17,12,2018,0.16,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/3/2018 15:17,12,2018,0.15513,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/23/2019 11:35,4,2019,0.075,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/23/2019 11:36,4,2019,0.067,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/23/2019 11:37,4,2019,0.075,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/21/2019 9:23,5,2019,0.048,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/18/2019 8:20,6,2019,0.02,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/9/2019 13:34,7,2019,0.036,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/6/2019 12:00,8,2019,0.037,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/17/2019 9:40,9,2019,0.014,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/17/2019 9:41,9,2019,0.014,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/17/2019 9:42,9,2019,0.018,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/14/2019 8:00,10,2019,0.058,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/19/2019 12:20,11,2019,0.157,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/4/2019 13:00,12,2019,0.145,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/4/2019 13:01,12,2019,0.151,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/4/2019 13:02,12,2019,0.137,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
