valuedatetime,datavalue,variable,units,sitecode,sitename,site-variable,year
7/29/08 9:46,1.38,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
7/29/08 10:46,1.38,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
7/29/08 14:24,0.92,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
7/29/08 15:24,0.8,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
8/20/08 8:20,1.34,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
8/20/08 9:20,1.72,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
8/20/08 13:42,1.73,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
9/9/08 8:00,1.73,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
9/9/08 9:00,1.96,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
9/9/08 11:47,1.17,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
9/9/08 12:47,1.15,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
10/13/08 10:05,3.79,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
10/13/08 11:05,3.04,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
11/12/08 9:28,2.66,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
11/12/08 10:28,1.15,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
11/12/08 13:01,1.06,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
11/12/08 14:01,1.44,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
12/17/08 9:26,2.6,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
12/17/08 10:26,2.39,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
12/17/08 14:32,2.26,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
12/17/08 15:32,2.63,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
4/27/09 11:56,1.51,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
4/27/09 12:56,1.43,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
4/27/09 16:50,0.92,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
4/27/09 17:50,0.9,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
5/20/09 7:29,0.99,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
5/20/09 8:29,1.69,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
5/20/09 11:20,0.98,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
5/20/09 12:20,0.82,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
6/25/09 7:33,1.08,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
6/25/09 12:32,1.57,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
7/13/09 8:33,1.41,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
7/13/09 13:34,1.59,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
8/20/09 10:06,0.76,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
8/20/09 15:31,0.37,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
9/17/09 14:26,1.16,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
10/29/09 8:30,1.22,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
10/29/09 13:00,0.38,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
11/13/09 7:47,1.57,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
11/13/09 12:15,0.47,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
12/21/09 7:30,1.3,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
12/21/09 12:10,1.83,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2009
4/26/10 9:09,0.74,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
4/26/10 10:09,0.8,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
4/26/10 11:09,0.77,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
4/26/10 14:50,0.3,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
5/28/10 15:26,0.74,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
6/15/10 7:56,0.81,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
6/15/10 11:39,1.13,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
6/15/10 12:39,0.74,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
7/28/10 7:20,1.25,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
7/28/10 8:20,0.46,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
7/28/10 9:20,0.47,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
7/28/10 11:46,0.73,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
8/23/10 11:10,1.16,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
8/23/10 15:30,1,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
9/28/10 8:45,0.28,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
10/28/10 8:45,0.94,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
10/28/10 12:22,0.8,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
11/29/10 10:42,1.04,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
11/29/10 14:25,1.14,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
12/20/10 9:39,1.15,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
12/20/10 13:45,0.55,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
12/20/10 14:45,0.5,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
12/20/10 15:45,2.29,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2010
4/25/11 10:10,0.53,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
4/25/11 11:10,0.58,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
4/25/11 12:10,0.59,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
4/25/11 15:40,1.51,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
5/31/11 11:00,1.23,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
5/31/11 15:00,0.89,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
5/31/11 16:00,0.89,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
5/31/11 17:00,0.99,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
6/29/11 10:09,0.42,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
6/29/11 11:09,0.41,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
6/29/11 12:09,0.41,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
6/29/11 13:10,0.24,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
7/13/11 9:45,0.41,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
7/13/11 10:45,0.6,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
7/13/11 11:45,0.9,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
7/13/11 14:40,0.46,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
8/10/11 8:49,0.29,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
8/10/11 9:49,0.29,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
8/10/11 10:49,0.3,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
8/10/11 13:02,0.22,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
9/27/11 11:35,0.46,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
9/27/11 14:45,0.33,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
10/26/11 9:40,1.8,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
10/26/11 10:40,1.85,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
10/26/11 11:40,1.86,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
10/26/11 14:35,0.83,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
11/16/11 12:40,1.79,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
12/20/11 10:35,0.99,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2011
4/26/12 9:40,2.03,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
4/26/12 15:00,2.18,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
4/26/12 16:00,2.64,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
4/26/12 17:00,1.88,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
5/31/12 11:52,0.74,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
6/27/12 11:40,0.9,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
6/27/12 12:40,0.74,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
6/27/12 13:40,0.9,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
6/27/12 14:50,0.16,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
7/16/12 10:42,1.12,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
7/16/12 11:42,1.05,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
7/16/12 12:42,1.2,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
7/16/12 15:00,0.21,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
8/29/12 9:15,0.32,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
8/29/12 10:15,0.74,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
8/29/12 11:15,0.6,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
10/25/12 8:45,0.55,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
10/25/12 9:45,0.61,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
10/25/12 10:45,0.59,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
10/25/12 12:05,0.51,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
11/27/12 9:45,0.72,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
11/27/12 10:45,0.76,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
11/27/12 11:45,0.76,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
11/27/12 14:10,0.63,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
12/18/12 9:38,0.33,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
12/18/12 10:38,0.4,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
12/18/12 14:00,0.28,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2012
4/24/13 10:00,1.15,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
4/24/13 10:01,0.18,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
4/24/13 10:02,0.26,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
4/24/13 14:15,0.16,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
5/6/13 9:00,0.24,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
5/6/13 13:20,0.19,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
6/6/13 10:20,0.55,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
6/6/13 14:30,0.27,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
7/15/13 10:17,0.41,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
7/15/13 15:05,0.78,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
8/7/13 12:17,0.14,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
8/7/13 15:55,0.16,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
8/7/13 15:56,0.34,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
8/7/13 15:57,0.18,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
9/5/13 11:35,1.15,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
9/5/13 16:05,0.69,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
10/17/13 16:00,0.25,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
11/19/13 11:05,0.59,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
11/19/13 16:09,0.13,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
12/16/13 10:25,0.45,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
12/16/13 10:26,0.56,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
12/16/13 10:27,0.33,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
12/16/13 15:26,0.22,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2013
4/14/14 11:17,1.99,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
4/14/14 11:18,1.87,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
4/14/14 11:19,1.71,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
4/14/14 15:48,0.78,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
5/20/14 10:17,0.59,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
5/20/14 14:40,0.9,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
7/23/14 9:46,0.39,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
7/23/14 13:52,0.37,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
8/12/14 13:11,0.46,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
8/12/14 16:10,0.51,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
9/8/14 10:50,0.3,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
9/8/14 15:23,0.49,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
9/8/14 15:24,1.13,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
9/8/14 15:25,0.58,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
10/7/14 10:36,0.58,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2014
