valuedatetime,datavalue,variable,units,sitecode,sitename,site-variable,year
4/25/06 11:10,0.011,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
4/25/06 14:21,0.008,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
4/25/06 15:21,0.006,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
5/30/06 8:52,0.042,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
5/30/06 9:52,0.043,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
5/30/06 13:10,0.064,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
5/30/06 14:10,0.047,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
6/28/06 9:10,0.051,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
6/28/06 10:10,0.049,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
6/28/06 14:12,0.051,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
6/28/06 15:12,0.053,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
7/24/06 8:29,0.037,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
7/24/06 9:29,0.041,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
7/24/06 12:10,0.037,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
7/24/06 13:10,0.041,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
8/15/06 9:39,0.031,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
8/15/06 10:39,0.027,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
8/15/06 14:21,0.032,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
8/15/06 15:21,0.013,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
9/28/06 8:58,0.092,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
9/28/06 9:58,0.097,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
9/28/06 13:40,0.093,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
9/28/06 14:40,0.087,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
10/26/06 8:07,0.119,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
10/26/06 9:07,0.126,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
10/26/06 13:10,0.126,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
10/26/06 14:10,0.122,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
11/29/06 9:24,0.099,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
11/29/06 10:24,0.085,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
11/29/06 14:05,0.125,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
11/29/06 15:05,0.08,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
4/26/07 12:05,0.07,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
4/26/07 13:05,0.092,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
5/22/07 8:23,0.048,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
5/22/07 9:23,0.025,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
5/22/07 13:49,0.072,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
5/22/07 14:49,0.068,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
6/12/07 7:50,0.068,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
6/12/07 8:50,0.069,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
6/12/07 13:06,0.031,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
6/12/07 14:06,0.036,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
7/18/07 7:08,0.031,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
7/18/07 8:08,0.026,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
7/18/07 12:10,0.046,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
7/18/07 13:10,0.037,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
8/15/07 6:48,0.007,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
8/15/07 7:48,0.024,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
8/15/07 12:32,0.03,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
8/15/07 13:32,0.027,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
9/25/07 8:43,0.034,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
9/25/07 9:43,0.033,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
9/25/07 13:56,0.031,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
9/25/07 14:56,0.034,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
10/31/07 8:35,0.132,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
10/31/07 9:35,0.126,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
10/31/07 13:59,0.146,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
10/31/07 14:59,0.131,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
11/28/07 7:40,0.126,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
11/28/07 8:40,0.153,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
11/28/07 13:17,0.117,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
11/28/07 14:17,0.158,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
12/18/07 9:34,0.134,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
12/18/07 10:34,0.115,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
12/18/07 15:40,0.149,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
12/18/07 16:40,0.163,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2007
4/16/08 9:21,0.034,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
4/16/08 10:21,0.039,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
4/16/08 14:08,0.021,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
4/16/08 15:08,0.022,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
5/14/08 7:48,0.044,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
5/14/08 8:48,0.056,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
5/14/08 13:34,0.032,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
5/14/08 14:34,0.029,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
6/18/08 12:30,0.025,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
6/18/08 13:30,0.028,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
7/29/08 9:46,0.062,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
7/29/08 10:46,0.077,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
7/29/08 14:24,0.033,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
7/29/08 15:24,0.064,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
8/20/08 8:20,0.069,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
8/20/08 9:20,0.077,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
8/20/08 12:42,0.05,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
8/20/08 13:42,0.074,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
9/9/08 8:00,0.082,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
9/9/08 9:00,0.084,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
9/9/08 11:47,0.062,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
9/9/08 12:47,0.064,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
10/13/08 10:05,0.123,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
10/13/08 11:05,0.117,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
10/13/08 14:15,0.1,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
10/13/08 15:15,0.103,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
11/12/08 9:28,0.128,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
11/12/08 10:28,0.09,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
11/12/08 13:01,0.106,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
11/12/08 14:01,0.095,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
12/17/08 9:26,0.139,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
12/17/08 10:26,0.141,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
12/17/08 14:32,0.133,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
12/17/08 15:32,0.129,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2008
4/27/09 11:56,0.03,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
4/27/09 12:56,0.032,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
4/27/09 16:50,0.009,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
4/27/09 17:50,0.008,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
5/20/09 7:29,0.053,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
5/20/09 8:29,0.075,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
5/20/09 11:20,0.037,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
5/20/09 12:20,0.041,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
6/25/09 7:33,0.042,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
6/25/09 12:32,0.057,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
7/13/09 8:33,0.062,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
7/13/09 13:34,0.065,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
8/20/09 10:06,0.05,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
8/20/09 15:31,0.022,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
9/17/09 9:01,0.027,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
9/17/09 14:26,0.015,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
10/29/09 8:30,0.062,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
10/29/09 13:00,0.035,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
11/13/09 7:47,0.066,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
11/13/09 12:15,0.062,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
12/21/09 7:30,0.135,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
12/21/09 12:10,0.146,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2009
4/26/10 9:09,0.042,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
4/26/10 11:09,0.041,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
4/26/10 14:50,0.013,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
5/28/10 10:42,0.096,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
5/28/10 15:26,0.055,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
6/15/10 7:56,0.024,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
6/15/10 11:39,0.036,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
6/15/10 12:39,0.033,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
6/15/10 13:39,0.033,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
7/28/10 7:20,0.012,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
7/28/10 8:20,0.011,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
7/28/10 9:20,0.008,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
7/28/10 11:46,0.006,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
8/23/10 11:10,0.021,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
8/23/10 15:30,0.074,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
9/28/10 8:45,0.041,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
10/28/10 8:45,0.116,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
10/28/10 12:22,0.123,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
11/29/10 10:42,0.115,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
11/29/10 14:25,0.139,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
12/20/10 9:39,0.139,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
12/20/10 13:45,0.127,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
12/20/10 14:45,0.126,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
12/20/10 15:45,0.122,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2010
4/25/11 10:10,0.029,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2011
4/25/11 11:10,0.035,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2011
4/25/11 12:10,0.021,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2011
4/25/11 15:40,0.015,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2011
5/31/11 11:00,0.058,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2011
